Date,Symbol,Open,High,Low,Close,Matched_Value,Matched_Volume,Put_through_Volume,Put_through_Value,Percentage_Change
2003-08-27,VNINDEX,142.82,142.82,142.68,142.68,783632.0,57520,0,0.0,0.003093363329583765
2003-08-28,VNINDEX,142.32,142.32,142.1,142.1,922897.0,60640,0,0.0,-0.004065040650406582
2003-08-29,VNINDEX,142.11,142.71,142.11,142.71,1598648.0,94310,44160,1457280.0,0.0042927515833921515
2003-09-03,VNINDEX,142.51,142.51,142.11,142.11,1054286.0,78410,47320,449540.0,-0.004204330460374162
2003-09-04,VNINDEX,142.25,142.25,142.05,142.05,856860.0,52620,0,0.0,-0.00042220814861726463
2003-09-05,VNINDEX,141.96,141.96,141.8,141.8,888853.0,65790,0,0.0,-0.0017599436818022118
2003-09-08,VNINDEX,141.8,141.8,141.51,141.51,698457.0,51860,0,0.0,-0.0020451339915374955
2003-09-09,VNINDEX,141.44,141.73,141.44,141.73,352894.0,24990,0,0.0,0.0015546604480247694
2003-09-10,VNINDEX,141.61,141.61,141.5,141.5,883442.0,59850,25800,227040.0,-0.0016228039229519986
2003-09-11,VNINDEX,141.4,141.4,141.4,141.4,508798.0,33470,10000,108000.0,-0.0007067137809186885
2003-09-12,VNINDEX,140.53,140.91,140.53,140.91,670884.0,38930,0,0.0,-0.0034653465346535794
2003-09-15,VNINDEX,140.62,140.62,140.18,140.18,411122.0,26650,10000,105000.0,-0.005180611737988672
2003-09-16,VNINDEX,140.0,140.06,140.0,140.06,499305.0,32530,0,0.0,-0.0008560422314167759
2003-09-17,VNINDEX,139.95,140.33,139.95,140.33,396751.0,26470,200000,6540000.0,0.0019277452520349847
2003-09-18,VNINDEX,140.27,140.27,140.26,140.26,299058.0,22030,0,0.0,-0.0004988242000999454
2003-09-19,VNINDEX,140.14,140.14,139.89,139.89,387410.0,22350,10000,107000.0,-0.0026379580778554956
2003-09-22,VNINDEX,139.85,139.97,139.85,139.97,840910.0,52790,10000,185000.0,0.0005718779040675415
2003-09-23,VNINDEX,139.86,140.0,139.86,140.0,564654.0,36480,0,0.0,0.00021433164249473613
2003-09-24,VNINDEX,140.19,140.19,139.88,139.88,846042.0,62990,0,0.0,-0.0008571428571428896
2003-09-25,VNINDEX,141.8,141.8,141.54,141.54,555533.0,41250,28800,504000.0,0.011867314841292442
2003-09-26,VNINDEX,141.25,141.25,139.93,139.93,777747.0,68060,0,0.0,-0.011374876360039421
2003-09-29,VNINDEX,140.07,140.07,139.27,139.27,374985.0,29460,0,0.0,-0.004716644036303896
2003-09-30,VNINDEX,139.22,139.32,139.22,139.32,379482.0,29000,0,0.0,0.0003590148632153234
2003-10-01,VNINDEX,139.31,139.31,139.19,139.19,649148.0,48300,0,0.0,-0.0009331036462819631
2003-10-02,VNINDEX,139.06,139.06,138.92,138.92,825669.0,40580,0,0.0,-0.0019397945254688853
2003-10-03,VNINDEX,138.94,138.94,138.63,138.63,830742.0,49220,0,0.0,-0.0020875323927439515
2003-10-06,VNINDEX,137.61,138.5,137.61,138.5,829743.0,47820,14000,109200.0,-0.0009377479622014739
2003-10-07,VNINDEX,137.52,138.22,137.52,138.22,539655.0,31760,0,0.0,-0.0020216606498194567
2003-10-08,VNINDEX,136.71,137.25,136.71,137.25,312154.0,18330,0,0.0,-0.007017797713789631
2003-10-09,VNINDEX,137.32,137.32,136.95,136.95,683835.0,36960,0,0.0,-0.002185792349726823
2003-10-10,VNINDEX,136.72,136.72,136.57,136.57,818942.0,56850,30000,489000.0,-0.0027747353048557244
2003-10-13,VNINDEX,136.52,136.52,136.12,136.12,629595.0,29880,0,0.0,-0.0032950135461666807
2003-10-14,VNINDEX,135.94,135.94,135.61,135.61,466933.0,27980,0,0.0,-0.0037466940934468562
2003-10-15,VNINDEX,135.73,135.73,135.49,135.49,912331.0,53780,0,0.0,-0.0008848904948013381
2003-10-16,VNINDEX,135.41,135.41,134.82,134.82,809995.0,50910,0,0.0,-0.004945014392206182
2003-10-17,VNINDEX,134.14,134.46,134.14,134.46,537409.0,42950,0,0.0,-0.002670226969292311
2003-10-20,VNINDEX,134.2,134.2,134.09,134.09,250283.0,19990,10000,310000.0,-0.00275174773166742
2003-10-21,VNINDEX,134.06,134.06,133.69,133.69,381835.0,30820,0,0.0,-0.0029830710716682862
2003-10-22,VNINDEX,133.15,133.15,132.72,132.72,1530486.0,103720,19000,190000.0,-0.007255591293290453
2003-10-23,VNINDEX,132.45,132.45,131.17,131.17,1697069.0,135090,80700,2509770.0,-0.011678722121760132
2003-10-24,VNINDEX,130.91,130.91,130.9,130.9,1171888.0,60010,0,0.0,-0.002058397499428044
2003-10-27,VNINDEX,131.14,131.44,131.14,131.44,1103240.0,80740,0,0.0,0.004125286478227519
2003-10-28,VNINDEX,131.44,132.44,131.44,132.44,691194.0,53270,0,0.0,0.0076080340839927985
2003-10-29,VNINDEX,133.27,133.27,133.22,133.22,378733.0,26120,0,0.0,0.005889459377831585
2003-10-30,VNINDEX,133.97,134.1,133.97,134.1,717991.0,45000,0,0.0,0.006605614772556612
2003-10-31,VNINDEX,135.0,136.21,135.0,136.21,740715.0,42880,10000,320000.0,0.015734526472781507
2003-11-03,VNINDEX,136.64,136.64,135.78,135.78,425189.0,28810,10000,316000.0,-0.0031568900961750357
2003-11-04,VNINDEX,135.97,135.97,135.7,135.7,514265.0,28450,15000,267000.0,-0.0005891883929887154
2003-11-05,VNINDEX,135.5,135.97,135.5,135.97,346546.0,26670,0,0.0,0.0019896831245393987
2003-11-06,VNINDEX,136.12,136.73,136.12,136.73,353217.0,20570,10000,320000.0,0.0055894682650583505
2003-11-07,VNINDEX,136.63,137.33,136.63,137.33,1116201.0,55580,0,0.0,0.004388210341549126
2003-11-10,VNINDEX,137.5,138.19,137.5,138.19,1435061.0,87910,0,0.0,0.006262287919609699
2003-11-11,VNINDEX,138.71,140.19,138.71,140.19,725519.0,52300,0,0.0,0.014472827266806654
2003-11-12,VNINDEX,141.36,143.79,141.36,143.79,1178419.0,83740,30000,712000.0,0.025679435052428756
2003-11-13,VNINDEX,147.88,149.59,147.88,149.59,2755505.0,182150,0,0.0,0.0403366019890119
2003-11-14,VNINDEX,156.03,156.03,155.73,155.73,2567762.0,146940,0,0.0,0.04104552443345133
2003-11-17,VNINDEX,158.17,158.17,154.67,154.67,6020580.0,394810,0,0.0,-0.006806652539651958
2003-11-18,VNINDEX,148.76,150.09,148.76,150.09,3242581.0,216460,241350,4271895.0,-0.029611430788129445
2003-11-19,VNINDEX,148.54,152.06,148.54,152.06,2395796.0,159630,0,0.0,0.013125458058498296
2003-11-20,VNINDEX,153.35,155.31,153.35,155.31,2735836.0,170520,20000,398000.0,0.021373142180718174
2003-11-21,VNINDEX,158.02,159.98,158.02,159.98,4398313.0,263250,0,0.0,0.030068894469126084
2003-11-24,VNINDEX,163.09,163.31,163.09,163.31,3430009.0,198230,235000,4159500.0,0.020815101887736054
2003-11-25,VNINDEX,166.04,166.04,165.4,165.4,5019292.0,280630,0,0.0,0.012797746616863614
2003-11-26,VNINDEX,163.55,163.55,161.61,161.61,4905733.0,316730,0,0.0,-0.02291414752116072
2003-11-27,VNINDEX,161.68,162.92,161.68,162.92,2558513.0,147300,0,0.0,0.008105934038735052
2003-11-28,VNINDEX,164.5,164.5,163.87,163.87,3451253.0,187390,0,0.0,0.005831082739995219
2003-12-01,VNINDEX,164.75,164.86,164.75,164.86,3638722.0,212120,0,0.0,0.00604137426008422
2003-12-02,VNINDEX,164.66,164.66,164.49,164.49,4065662.0,234500,0,0.0,-0.002244328521169514
2003-12-03,VNINDEX,164.21,164.21,164.06,164.06,3567195.0,210760,0,0.0,-0.0026141406772448583
2003-12-04,VNINDEX,164.11,164.11,163.6,163.6,3248001.0,169240,10000,367000.0,-0.00280385224917723
2003-12-05,VNINDEX,163.69,163.69,162.47,162.47,2741347.0,161710,0,0.0,-0.006907090464547627
2003-12-08,VNINDEX,161.63,161.63,161.01,161.01,2365613.0,153870,34990,748357.0,-0.008986274389118032
2003-12-09,VNINDEX,161.14,161.85,161.14,161.85,1713496.0,105440,0,0.0,0.005217067262903052
2003-12-10,VNINDEX,162.14,162.14,161.74,161.74,2152951.0,114860,10000,168000.0,-0.0006796416434969865
2003-12-11,VNINDEX,161.75,161.84,161.75,161.84,1773936.0,103370,20000,334000.0,0.0006182762458266655
2003-12-12,VNINDEX,161.71,162.14,161.71,162.14,1201772.0,66350,0,0.0,0.0018536826495303416
2003-12-15,VNINDEX,162.74,163.61,162.74,163.61,1422777.0,80870,0,0.0,0.009066239052670788
2003-12-16,VNINDEX,165.67,166.14,165.67,166.14,2139629.0,120700,10000,104000.0,0.015463602469286464
2003-12-17,VNINDEX,169.72,169.72,168.74,168.74,3841014.0,223390,0,0.0,0.015649452269170805
2003-12-18,VNINDEX,170.36,170.36,168.69,168.69,3150819.0,174350,10000,370000.0,-0.000296313855635999
2003-12-19,VNINDEX,167.69,167.93,167.69,167.93,2696283.0,145830,0,0.0,-0.004505305590135733
2003-12-22,VNINDEX,168.5,168.5,167.11,167.11,2506521.0,106560,10000,282000.0,-0.004882986958851809
2003-12-23,VNINDEX,166.55,166.55,166.47,166.47,2303066.0,130450,20000,264000.0,-0.003829812698222801
2003-12-24,VNINDEX,166.78,166.78,166.42,166.42,1761922.0,93680,0,0.0,-0.00030035441821352205
2003-12-25,VNINDEX,166.57,166.57,166.48,166.48,1762476.0,102060,13900,218230.0,0.0003605335897127748
2003-12-26,VNINDEX,166.5,166.5,166.03,166.03,1008116.0,53910,10000,156000.0,-0.002703027390677515
2003-12-29,VNINDEX,165.98,165.98,165.57,165.57,1469339.0,65510,40400,542700.0,-0.0027705836294645847
2003-12-30,VNINDEX,165.82,166.06,165.82,166.06,944257.0,56660,40000,580000.0,0.002959473334541274
2003-12-31,VNINDEX,166.32,166.94,166.32,166.94,1256977.0,65950,30000,481000.0,0.005299289413464914
2004-01-05,VNINDEX,167.69,169.16,167.69,169.16,3684637.0,195600,10000,171000.0,0.013298190966814394
2004-01-06,VNINDEX,170.78,170.78,170.26,170.26,3502943.0,191430,41000,1537500.0,0.006502719318987937
2004-01-07,VNINDEX,170.84,171.17,170.84,171.17,1820505.0,96570,37500,641000.0,0.005344766827205527
2004-01-08,VNINDEX,171.79,171.79,171.6,171.6,3235868.0,181050,20000,760000.0,0.0025121224513642293
2004-01-09,VNINDEX,171.44,173.27,171.44,173.27,1932685.0,112730,97100,2634250.0,0.0097319347319349
2004-01-12,VNINDEX,173.46,174.13,173.46,174.13,2598130.0,139060,10000,171000.0,0.004963351993997778
2004-01-13,VNINDEX,174.65,175.17,174.65,175.17,3056426.0,152860,0,0.0,0.005972549244817049
2004-01-14,VNINDEX,178.72,178.72,176.35,176.35,3657378.0,187250,38860,913956.0,0.006736313295655716
2004-01-15,VNINDEX,176.16,177.59,176.16,177.59,4979377.0,261670,10000,183000.0,0.007031471505528852
2004-01-16,VNINDEX,180.23,183.18,180.23,183.18,5275640.0,262630,49850,1068280.0,0.0314769975786926
2004-01-27,VNINDEX,190.88,191.87,190.88,191.87,1390645.0,61120,0,0.0,0.04743967682061356
2004-01-28,VNINDEX,200.73,200.8,200.73,200.8,1595687.0,57320,60000,1043000.0,0.0465419294313858
2004-01-29,VNINDEX,210.46,210.46,210.46,210.46,5769948.0,188330,70000,1700000.0,0.04810756972111552
2004-01-30,VNINDEX,217.7,217.7,214.32,214.32,26500444.0,1067310,50000,951000.0,0.018340777344863612
2004-02-02,VNINDEX,213.26,213.26,207.14,207.14,14314422.0,646120,10000,212000.0,-0.033501306457633495
2004-02-03,VNINDEX,200.69,200.69,199.56,199.56,15743744.0,710040,10000,284000.0,-0.03659360818769908
2004-02-04,VNINDEX,200.03,208.26,200.03,208.26,6790649.0,282850,40000,648000.0,0.04359591100420923
2004-02-05,VNINDEX,217.85,217.85,215.33,215.33,15718638.0,635040,305275,6897995.0,0.03394794967828685
2004-02-06,VNINDEX,215.35,215.35,213.42,213.42,5689878.0,231110,200000,4840000.0,-0.008870106348395579
2004-02-09,VNINDEX,212.7,212.7,212.55,212.55,5751853.0,252020,11000,181500.0,-0.004076468934495203
2004-02-10,VNINDEX,212.49,213.0,212.49,213.0,6292338.0,256540,40000,940000.0,0.0021171489061397875
2004-02-11,VNINDEX,212.77,212.81,212.77,212.81,7444641.0,326260,70000,1722000.0,-0.0008920187793427514
2004-02-12,VNINDEX,212.99,213.76,212.99,213.76,6401845.0,280040,50000,1588000.0,0.0044640759362810645
2004-02-13,VNINDEX,215.85,217.1,215.85,217.1,10988061.0,466760,30000,775000.0,0.015625
2004-02-16,VNINDEX,219.54,219.54,218.22,218.22,8339005.0,350360,70900,1814200.0,0.0051589129433440295
2004-02-17,VNINDEX,214.2,219.06,214.2,219.06,11237511.0,470500,62340,2217520.0,0.003849326367885597
2004-02-18,VNINDEX,220.31,221.99,220.31,221.99,9729568.0,383220,80000,1822000.0,0.013375330959554566
2004-02-19,VNINDEX,225.56,227.67,225.56,227.67,15769221.0,607650,121920,4158670.0,0.0255867381413577
2004-02-20,VNINDEX,233.83,235.3,233.83,235.3,17225364.0,602710,56000,1633800.0,0.03351341854438461
2004-02-23,VNINDEX,244.35,246.35,244.35,246.35,7916638.0,246400,126000,3585400.0,0.04696132596685065
2004-02-24,VNINDEX,256.37,256.37,255.0,255.0,16157861.0,502670,149310,4438646.0,0.03511264461132546
2004-02-25,VNINDEX,262.04,262.04,255.11,255.11,31572030.0,1029110,150250,4341600.0,0.000431372549019704
2004-02-26,VNINDEX,252.53,252.53,250.64,250.64,23458676.0,793090,130000,3765000.0,-0.017521853318176572
2004-02-27,VNINDEX,250.17,260.6,250.17,260.6,24603985.0,746670,104515,3156037.0,0.03973827002872654
2004-03-01,VNINDEX,271.44,271.45,271.44,271.45,22425491.0,671390,69300,2533930.0,0.04163468917881796
2004-03-02,VNINDEX,275.84,275.84,273.43,273.43,27836545.0,818190,133460,4690446.0,0.007294160987290521
2004-03-03,VNINDEX,269.78,269.86,269.78,269.86,29082170.0,874530,50000,1520000.0,-0.013056358117251143
2004-03-04,VNINDEX,268.24,268.24,265.03,265.03,19636119.0,617540,0,0.0,-0.017898169421181498
2004-03-05,VNINDEX,264.18,267.53,264.18,267.53,20496630.0,609410,0,0.0,0.009432894389314495
2004-03-08,VNINDEX,266.21,266.21,264.81,264.81,16038648.0,469620,0,0.0,-0.010167084065338394
2004-03-09,VNINDEX,259.29,259.29,256.32,256.32,21427666.0,661420,20000,814000.0,-0.032060722782372264
2004-03-10,VNINDEX,247.79,255.47,247.79,255.47,34253884.0,1099820,0,0.0,-0.0033161672908863515
2004-03-11,VNINDEX,258.62,261.22,258.62,261.22,18901131.0,566460,0,0.0,0.02250753513132664
2004-03-12,VNINDEX,263.13,263.13,262.88,262.88,14338704.0,440240,0,0.0,0.006354796723068601
2004-03-15,VNINDEX,262.42,264.51,262.42,264.51,13110314.0,409700,30000,948000.0,0.006200547778454135
2004-03-16,VNINDEX,263.58,263.58,263.1,263.1,11267590.0,338690,0,0.0,-0.005330611319042666
2004-03-17,VNINDEX,264.02,264.02,260.71,260.71,10302848.0,328040,0,0.0,-0.009083998479665678
2004-03-18,VNINDEX,258.79,261.54,258.79,261.54,13042387.0,443000,0,0.0,0.0031836139772161154
2004-03-19,VNINDEX,261.79,261.91,261.79,261.91,10753854.0,313960,0,0.0,0.0014146975606026402
2004-03-22,VNINDEX,263.31,263.31,261.47,261.47,9683792.0,313550,0,0.0,-0.0016799664006720283
2004-03-23,VNINDEX,259.22,259.22,257.41,257.41,17439239.0,594020,0,0.0,-0.015527593987837984
2004-03-24,VNINDEX,255.8,257.33,255.8,257.33,17073854.0,555090,20000,518000.0,-0.0003107882366654158
2004-03-25,VNINDEX,259.23,264.91,259.23,264.91,16864102.0,499040,15000,390000.0,0.029456340108032553
2004-03-26,VNINDEX,269.61,272.3,269.61,272.3,16915935.0,503260,30020,1006304.0,0.027896266656600277
2004-03-29,VNINDEX,278.25,278.25,275.66,275.66,10721244.0,323230,165000,3333000.0,0.012339331619537264
2004-03-30,VNINDEX,274.42,274.42,273.28,273.28,12831277.0,372780,30000,600000.0,-0.008633824276282565
2004-03-31,VNINDEX,272.92,277.44,272.92,277.44,13604155.0,375830,0,0.0,0.015222482435597318
2004-04-01,VNINDEX,280.53,280.53,279.71,279.71,11026379.0,295970,0,0.0,0.008181949250288367
2004-04-02,VNINDEX,274.66,274.66,272.89,272.89,7243353.0,222330,0,0.0,-0.024382396053054922
2004-04-05,VNINDEX,270.63,270.69,270.63,270.69,9464304.0,324560,0,0.0,-0.008061856425665925
2004-04-06,VNINDEX,271.43,271.43,271.3,271.3,4965257.0,173550,0,0.0,0.00225350031401228
2004-04-07,VNINDEX,272.03,272.03,269.47,269.47,4298842.0,138200,0,0.0,-0.006745300405455179
2004-04-08,VNINDEX,267.26,267.26,262.47,262.47,8764158.0,286340,0,0.0,-0.025976917653171006
2004-04-09,VNINDEX,263.4,263.4,259.65,259.65,6141643.0,209860,0,0.0,-0.010744085038290274
2004-04-12,VNINDEX,258.52,258.52,254.41,254.41,8365521.0,261440,10000,247000.0,-0.020181012901983375
2004-04-13,VNINDEX,251.84,251.84,250.52,250.52,8034066.0,275810,10000,560000.0,-0.015290279470146606
2004-04-14,VNINDEX,250.45,251.24,250.45,251.24,6547835.0,237830,10000,230000.0,0.002874022034168977
2004-04-15,VNINDEX,253.47,256.05,253.47,256.05,8637007.0,281560,0,0.0,0.01914504059863087
2004-04-16,VNINDEX,259.67,259.67,259.43,259.43,5807981.0,185440,0,0.0,0.013200546768209254
2004-04-19,VNINDEX,258.62,258.62,255.38,255.38,5157668.0,173880,30000,971000.0,-0.01561114751570758
2004-04-20,VNINDEX,252.78,254.82,252.78,254.82,7864976.0,238930,160000,6018000.0,-0.00219281071344668
2004-04-21,VNINDEX,257.85,257.85,256.4,256.4,2782641.0,91040,0,0.0,0.006200455223294821
2004-04-22,VNINDEX,258.89,258.89,258.39,258.39,4675556.0,147080,63412,2588220.0,0.007761310452418124
2004-04-23,VNINDEX,258.85,259.76,258.85,259.76,2640933.0,83830,64900,2291750.0,0.005302062773327121
2004-04-26,VNINDEX,259.75,260.53,259.75,260.53,4332243.0,144400,0,0.0,0.0029642747151215065
2004-04-27,VNINDEX,261.39,261.39,261.13,261.13,3795835.0,105890,0,0.0,0.00230299773538567
2004-04-28,VNINDEX,261.8,262.21,261.8,262.21,3814438.0,118500,0,0.0,0.004135871022096227
2004-04-29,VNINDEX,263.7,264.43,263.7,264.43,3764285.0,107380,30000,805000.0,0.008466496319743833
2004-05-04,VNINDEX,265.03,265.6,265.03,265.6,2199314.0,64400,0,0.0,0.004424611428355485
2004-05-05,VNINDEX,265.52,265.52,264.13,264.13,2184423.0,74000,13800,420900.0,-0.005534638554216986
2004-05-06,VNINDEX,263.13,263.13,261.68,261.68,2515665.0,86330,0,0.0,-0.009275735433309285
2004-05-07,VNINDEX,261.03,261.32,261.03,261.32,3084813.0,103780,10000,333000.0,-0.0013757260776521285
2004-05-10,VNINDEX,260.28,260.28,258.21,258.21,2776665.0,106050,0,0.0,-0.01190111740394928
2004-05-11,VNINDEX,256.16,256.91,256.16,256.91,4112976.0,192050,42670,1358138.0,-0.005034661709461097
2004-05-12,VNINDEX,257.69,262.65,257.69,262.65,4162659.0,147890,0,0.0,0.02234245455606998
2004-05-13,VNINDEX,264.94,264.94,263.63,263.63,3982138.0,134310,0,0.0,0.0037312012183514653
2004-05-14,VNINDEX,262.82,262.82,261.49,261.49,3383664.0,138770,0,0.0,-0.008117437317452403
2004-05-17,VNINDEX,260.87,260.87,260.23,260.23,1591153.0,54240,0,0.0,-0.0048185399059237355
2004-05-18,VNINDEX,262.21,262.21,260.79,260.79,2144366.0,63650,0,0.0,0.0021519425123928126
2004-05-19,VNINDEX,260.79,261.3,260.79,261.3,2687827.0,86040,15000,960000.0,0.0019555964569193396
2004-05-20,VNINDEX,261.58,261.58,261.58,261.58,2381244.0,79370,10000,156000.0,0.0010715652506696483
2004-05-21,VNINDEX,261.54,261.54,261.13,261.13,3169676.0,116950,10310,261874.0,-0.001720315008792661
2004-05-24,VNINDEX,262.33,262.33,261.97,261.97,4006820.0,138580,23535,571901.0,0.003216788572741658
2004-05-25,VNINDEX,261.32,261.32,258.31,258.31,2433042.0,82470,20000,865000.0,-0.013971065389166815
2004-05-26,VNINDEX,254.94,254.94,253.98,253.98,1941321.0,83570,40000,1350000.0,-0.016762804382331353
2004-05-27,VNINDEX,252.93,252.93,251.16,251.16,2463261.0,93550,10000,375000.0,-0.011103236475312972
2004-05-28,VNINDEX,251.39,251.46,251.39,251.46,3467967.0,133170,40000,783000.0,0.0011944577161968617
2004-05-31,VNINDEX,252.23,252.23,251.99,251.99,2288439.0,78800,0,0.0,0.002107691084068941
2004-06-01,VNINDEX,252.64,252.64,252.51,252.51,2761825.0,89820,0,0.0,0.002063573951347264
2004-06-02,VNINDEX,252.03,252.12,252.03,252.12,2158461.0,75000,0,0.0,-0.0015444932873944772
2004-06-03,VNINDEX,252.69,252.69,250.99,250.99,2589722.0,86660,40000,1239000.0,-0.004481992701887982
2004-06-04,VNINDEX,250.73,250.73,248.99,248.99,2438769.0,79000,30000,959000.0,-0.007968444957966447
2004-06-07,VNINDEX,248.95,248.95,247.37,247.37,2911400.0,98470,0,0.0,-0.0065062853929876985
2004-06-08,VNINDEX,244.76,245.04,244.76,245.04,6324445.0,210830,142665,4863823.0,-0.009419088814326737
2004-06-09,VNINDEX,245.51,246.64,245.51,246.64,3348924.0,117250,40000,992000.0,0.0065295461965393375
2004-06-10,VNINDEX,246.97,247.41,246.97,247.41,1830029.0,71650,34000,1037000.0,0.0031219591307167782
2004-06-11,VNINDEX,248.27,248.44,248.27,248.44,2346684.0,89030,55000,1767500.0,0.004163130027080575
2004-06-14,VNINDEX,251.9,254.26,251.9,254.26,8167033.0,259780,0,0.0,0.023426179359201438
2004-06-15,VNINDEX,256.11,256.11,253.54,253.54,6670479.0,205630,39800,714900.0,-0.0028317470305986303
2004-06-16,VNINDEX,252.37,252.37,251.99,251.99,4619062.0,225150,40000,812000.0,-0.0061134337777075665
2004-06-17,VNINDEX,251.47,251.47,249.28,249.28,2481018.0,88730,30000,927000.0,-0.010754395015675211
2004-06-18,VNINDEX,249.56,249.56,249.29,249.29,2506673.0,87210,0,0.0,4.0115532734308346e-05
2004-06-21,VNINDEX,249.32,249.95,249.32,249.95,1442212.0,54870,59000,1484900.0,0.0026475189538288646
2004-06-22,VNINDEX,248.9,249.26,248.9,249.26,3970691.0,125710,39800,1134960.0,-0.002760552110422032
2004-06-23,VNINDEX,248.9,249.4,248.9,249.4,3226932.0,101040,402460,6149100.0,0.0005616625210624893
2004-06-24,VNINDEX,249.63,250.0,249.63,250.0,2518262.0,87600,10000,550000.0,0.002405773857257376
2004-06-25,VNINDEX,249.69,249.82,249.69,249.82,1509299.0,51240,99110,3473870.0,-0.0007200000000000539
2004-06-28,VNINDEX,249.37,249.38,249.37,249.38,1489619.0,57520,20000,310000.0,-0.0017612681130413366
2004-06-29,VNINDEX,248.62,248.62,248.04,248.04,1615560.0,62700,0,0.0,-0.00537332584810335
2004-06-30,VNINDEX,248.45,249.7,248.45,249.7,6871919.0,224800,0,0.0,0.006692468956619901
2004-07-01,VNINDEX,249.42,249.42,248.55,248.55,3072358.0,119340,12500,700000.0,-0.004605526631958234
2004-07-02,VNINDEX,248.67,248.67,248.13,248.13,795767.0,33440,0,0.0,-0.0016898008449004465
2004-07-05,VNINDEX,247.93,247.93,247.61,247.61,2503568.0,107490,22200,550560.0,-0.002095675653891016
2004-07-06,VNINDEX,247.49,247.49,247.27,247.27,2839361.0,99820,57700,2545280.0,-0.001373127095028459
2004-07-07,VNINDEX,247.37,247.37,247.0,247.0,1709772.0,54320,0,0.0,-0.001091923807983175
2004-07-08,VNINDEX,246.55,246.55,246.47,246.47,1440381.0,58750,30000,750000.0,-0.0021457489878542457
2004-07-09,VNINDEX,246.84,246.84,246.32,246.32,2875368.0,115950,0,0.0,-0.0006085933379316177
2004-07-12,VNINDEX,245.8,245.8,245.51,245.51,1733504.0,63830,33916,1100068.0,-0.003288405326404731
2004-07-13,VNINDEX,246.11,246.11,244.63,244.63,1465442.0,52710,35010,857745.0,-0.0035843753818581847
2004-07-14,VNINDEX,244.61,244.61,243.48,243.48,1792042.0,64570,10000,380000.0,-0.004700976985651861
2004-07-15,VNINDEX,242.32,242.32,242.24,242.24,2603747.0,85560,0,0.0,-0.005092820765565831
2004-07-16,VNINDEX,242.72,245.57,242.72,245.57,1277183.0,51940,92220,3513582.0,0.013746697490092386
2004-07-19,VNINDEX,244.17,244.17,243.08,243.08,1148402.0,48210,55000,1884500.0,-0.010139675041739515
2004-07-20,VNINDEX,242.26,244.24,242.26,244.24,2183668.0,96010,113410,2840462.0,0.004772091492512676
2004-07-21,VNINDEX,243.72,244.02,243.72,244.02,1327109.0,53440,0,0.0,-0.000900753357353401
2004-07-22,VNINDEX,244.18,244.18,244.13,244.13,672957.0,24840,35000,848500.0,0.0004507827227275829
2004-07-23,VNINDEX,244.04,244.04,243.55,243.55,1449014.0,56880,0,0.0,-0.002375783394093278
2004-07-26,VNINDEX,242.87,242.87,241.84,241.84,1918088.0,70280,116320,1663376.0,-0.007021145555327513
2004-07-27,VNINDEX,241.78,241.78,240.94,240.94,2495592.0,105350,0,0.0,-0.0037214687396626145
2004-07-28,VNINDEX,240.17,240.31,240.17,240.31,2880925.0,119390,10000,535000.0,-0.0026147588611272754
2004-07-29,VNINDEX,238.32,238.32,235.3,235.3,4570687.0,179160,0,0.0,-0.02084807124131327
2004-07-30,VNINDEX,235.36,238.44,235.36,238.44,4666091.0,165520,10000,232000.0,0.013344666383340309
2004-08-02,VNINDEX,238.41,238.41,237.16,237.16,1315971.0,46470,0,0.0,-0.005368226807582643
2004-08-03,VNINDEX,236.05,236.05,234.05,234.05,2949026.0,109280,61000,1388600.0,-0.013113509866756523
2004-08-04,VNINDEX,232.39,232.39,231.51,231.51,3396026.0,118320,0,0.0,-0.010852381969664648
2004-08-05,VNINDEX,228.84,228.84,228.64,228.64,5077103.0,177560,0,0.0,-0.01239687270528278
2004-08-06,VNINDEX,226.55,226.55,224.14,224.14,6484498.0,227230,100600,2257380.0,-0.01968159552134363
2004-08-09,VNINDEX,215.59,215.59,213.74,213.74,7203062.0,254020,0,0.0,-0.04639957169626119
2004-08-10,VNINDEX,209.41,222.46,209.41,222.46,5293471.0,222310,40000,810000.0,0.04079723027977922
2004-08-11,VNINDEX,228.17,228.17,227.22,227.22,3226090.0,121250,0,0.0,0.021397105097545666
2004-08-12,VNINDEX,227.08,227.08,224.48,224.48,3119896.0,118290,82500,2681250.0,-0.012058797641052776
2004-08-13,VNINDEX,222.7,223.2,222.7,223.2,2333614.0,85560,0,0.0,-0.005702066999287214
2004-08-16,VNINDEX,221.13,221.13,221.0,221.0,1018341.0,40650,0,0.0,-0.009856630824372714
2004-08-17,VNINDEX,220.23,222.19,220.23,222.19,1391237.0,54100,0,0.0,0.005384615384615321
2004-08-18,VNINDEX,222.62,223.61,222.62,223.61,1831509.0,82680,0,0.0,0.006390926684369358
2004-08-19,VNINDEX,224.35,226.93,224.35,226.93,2179045.0,87910,0,0.0,0.014847278744242187
2004-08-20,VNINDEX,228.2,229.16,228.2,229.16,4707258.0,181860,35840,1863680.0,0.009826818842815
2004-08-23,VNINDEX,232.86,237.3,232.86,237.3,7793136.0,305570,0,0.0,0.0355210333391518
2004-08-24,VNINDEX,238.46,238.46,231.85,231.85,4869116.0,207750,10000,220000.0,-0.022966708807416802
2004-08-25,VNINDEX,232.02,232.02,231.74,231.74,2771339.0,102840,246350,4973520.0,-0.0004744446840628802
